,event_hash,variable,place_hash,name_cleaner_a,name_cleaner_b,rex_match,string_dist_osa
18740,cb5d000259b954a5,V8,5ce416784bef1273,ruamatrambi river,moragara,0,13
18261,c33328b0e0af2e8f,V10,0c1ebe2b5068993d,ruambiti,buri,0,6
19766,db6157c6c3703d36,V7,f1cecba932dac22c,ruambiti,kabolo,0,6
19762,db6157c6c3703d36,V2,b0b848798b03742f,ruambiti,kaboyo,0,6
18260,c33328b0e0af2e8f,V8,6bfd8ed40b17716d,ruambiti,mburi,0,5
19767,db6157c6c3703d36,V9,16468251738ae1ca,ruambiti,ngega,0,8
19764,db6157c6c3703d36,V4,39280db458fbfe82,ruambiti,njega,0,8
19763,db6157c6c3703d36,V3,8cdb7f7a7311b4c9,ruambiti,rukenya,0,6
89,006c2c17462fb784,V9,c42719664e6bd428,ruathia,kagando,0,7
88,006c2c17462fb784,V8,c9c00051f8894e06,ruathia,location 19,0,9
6359,3929bbbbbba73a1b,V2,d008535dd985bc80,ruguti r,coles estate,0,11
6780,3d10ef272c4aeb2a,V10,9bbd3b1ec7027522,ruguti r,kamagogo,0,8
6362,3929bbbbbba73a1b,V10,5e66eb87a457c30e,ruguti r,karasi,0,7
6777,3d10ef272c4aeb2a,V3,ac8b672fa26765d2,ruguti r,munyi wa kiria,0,11
6779,3d10ef272c4aeb2a,V9,bf25677b0a95299b,ruguti r,samji,0,7
6776,3d10ef272c4aeb2a,V2,dc61cac1e725ae80,ruguti r,stop line,0,8
6360,3929bbbbbba73a1b,V3,2a53f4bb17465123,ruguti r,wanderers camp,0,13
6361,3929bbbbbba73a1b,V4,8d23134747dcbe3c,ruguti r,wanderi camp,0,10
20838,edde3f9f264f2160,V10,9bbd3b1ec7027522,ruguti river,kamagogo,0,12
12920,813e89bd4a9b4fc7,V10,57c912dc1c494fb6,ruguti river,kiangungi,0,11
12916,813e89bd4a9b4fc7,V1,dc61ee2e66f1329a,ruguti river,munyi wa kiria,0,11
12918,813e89bd4a9b4fc7,V5,4e22cbe6af2fab6a,ruguti river,namkithie,0,9
15645,a0f005d444269bf4,V4,5724caf80842f39c,ruiru,sukaridams,0,8
21568,f9d9cf8caa52ec92,V2,000b55dc01b82d2b,ruiru,torrs estate,0,11
3988,20b9367b5a213f48,V7,981dc6b4c4dfecc1,rukui fort hall,illegible,0,13
3989,20b9367b5a213f48,V8,b208e79fe56f80a8,rukui fort hall,kanderendu,0,13
3986,20b9367b5a213f48,V2,cff5d3bc6398f9f5,rukui fort hall,wanyaga,0,14
3987,20b9367b5a213f48,V6,bba21237b6b80ce5,rukui fort hall,wgitina,0,12
19229,d2af95f9f0a7d7d0,V4,9aeb28d4e52fca83,rumurut,laikipia,0,8
19227,d2af95f9f0a7d7d0,V2,1892856a49c90f93,rumurut,laikipia county,0,13
10139,60e990f3b80154b2,V10,515e5a014bac0fbd,rumuruti,aggatt farm,0,11
17840,bce7331fdb5808a5,V9,776de9f1182833c8,rumuruti,aiyam,0,8
17841,bce7331fdb5808a5,V10,176f17b2b972ffa6,rumuruti,alyam,0,8
10136,60e990f3b80154b2,V7,e91fbdd40858f29c,rumuruti,curry,0,6
10133,60e990f3b80154b2,V3,26ec560cbf65023e,rumuruti,currys,0,6
17837,bce7331fdb5808a5,V3,bfffc005d73df5c9,rumuruti,engare pesi,0,9
3634,1d56a931049b8ade,V10,8f008327e44dc8d2,rumuruti,kanyagia,0,8
10137,60e990f3b80154b2,V8,41c608ca29580e8b,rumuruti,kiberiohia,0,8
10138,60e990f3b80154b2,V9,b6108d8fb0f60eec,rumuruti,kipkitur,0,7
10131,60e990f3b80154b2,V1,b7781cdad318aa95,rumuruti,laikipia county,0,13
17874,bd1eee92e3f7a332,V3,ff72fe9d74310e52,rumuruti,muhotetu,0,6
17876,bd1eee92e3f7a332,V9,bb30c9c3a90e4c17,rumuruti,muhutetu,0,5
10134,60e990f3b80154b2,V4,70062e4e4e808fb1,rumuruti,mutara,0,6
18161,c19ca0974a0bf79e,V8,e339b2284b64d040,rumuruti,ndurumo,0,5
3633,1d56a931049b8ade,V9,9488f198bfc848a8,rumuruti,ndurumu limited,0,10
17838,bce7331fdb5808a5,V5,dd49221a064aa20b,rumuruti,pesi,0,7
17836,bce7331fdb5808a5,V1,d28265e85048ee27,rumuruti,pesi engare,0,11
10135,60e990f3b80154b2,V6,29b73bd2ec95732d,rumuruti,sambururanch,0,8
17839,bce7331fdb5808a5,V8,351ef992bc0b66cb,rumuruti,tucker,0,7
16482,ab35c5ac9b274f11,V5,aac3f3b43266bb1f,rundgren s farm,miruriiri,0,13
16480,ab35c5ac9b274f11,V2,45ffbe4b750678e9,rundgren s farm,naro moru,0,11
16486,ab35c5ac9b274f11,V10,667a71168896430c,rundgren s farm,poolmans farm,0,8
16485,ab35c5ac9b274f11,V8,120bb7822a48f67b,rundgren s farm,simba taru,0,12
16484,ab35c5ac9b274f11,V7,e51a034823e530d4,rundgren s farm,yururu,0,12
10950,6b87802f42292f05,V1,522fafcf48b633df,rundo river,ditch,0,9
10952,6b87802f42292f05,V3,bbb433d9c9bd6add,rundo river,kundo r,0,5
10954,6b87802f42292f05,V5,ed5803362bfde5fd,rundo river,nyakithuci,0,11
20103,e176f9b99558f332,V5,e0066668e6bda635,rungrens farm,eastern,0,10
20104,e176f9b99558f332,V6,459e21a0b9c47882,rungrens farm,kipsing,0,12
20101,e176f9b99558f332,V1,3875b9f9ff8840b4,rungrens farm,kirimon,0,12
20105,e176f9b99558f332,V8,af0a3f46a608142a,rungrens farm,lendili,0,11
20102,e176f9b99558f332,V3,d471c00c59cc46c2,rungrens farm,oldonyiro,0,11
20106,e176f9b99558f332,V10,94225905c3630102,rungrens farm,pickerings farm,0,7
2091,0fe439f448fdb538,V4,43aeb5485b98a750,runnathambi river,baricho,0,14
2090,0fe439f448fdb538,V3,68eb816482fe753d,runnathambi river,iamaina,0,14
2096,0fe439f448fdb538,V9,2cb3a02afd6728a7,runnathambi river,kachimba,0,13
2094,0fe439f448fdb538,V7,afdcc6e7eb1db071,runnathambi river,kiamaina,0,14
2092,0fe439f448fdb538,V5,42c75ac545866664,runnathambi river,kiangai area,0,12
2095,0fe439f448fdb538,V8,5ce416784bef1273,runnathambi river,moragara,0,14
18622,c9ca1377aa3dfc08,V3,ca8594c1b58d459d,runyek,keizetu,0,6
18624,c9ca1377aa3dfc08,V10,52207ce87eb014a3,runyek,kianthuzi,0,8
18621,c9ca1377aa3dfc08,V2,dea6266019b70dbd,runyek,mataka,0,6
18623,c9ca1377aa3dfc08,V9,804cdea81e343273,runyek,mbiruri,0,7
2070,0fcc5143754f749b,V5,f59300af85f50739,runyenges,kagaare,0,8
2069,0fcc5143754f749b,V4,85b2e177ba3758f2,runyenges,kagaari,0,9
2072,0fcc5143754f749b,V9,ecf8983206264722,runyenges,kegaa,0,7
2068,0fcc5143754f749b,V2,78f5fdbdeb65f335,runyenges,mbiruri,0,9
2071,0fcc5143754f749b,V8,878556beefa13337,runyenges,ngenjeru,0,6
20214,e2f734aad677a626,V6,49187e1830e6b2d1,rupengazi river,emco building,0,13
20217,e2f734aad677a626,V9,7c2da5b83c40ae8e,rupengazi river,filling station,0,13
20335,e56e98568e282cd3,V7,e9f22f647f8e5716,ruthagati,gachuero,0,8
20333,e56e98568e282cd3,V4,308cb40faaae6c2f,ruthagati,gachuiro,0,8
20332,e56e98568e282cd3,V3,836274da8f13e1d3,ruthagati,huthagati s n r,0,7
11930,76816f67d066d9d6,V4,d33523eb7b2ede7b,ruthenji sloc,gaikundo,0,11
11932,76816f67d066d9d6,V10,f660afcc8da222b3,ruthenji sloc,kiamwenja,0,11
11931,76816f67d066d9d6,V9,2f391d46dd46e1db,ruthenji sloc,kibirigwi,0,12
11929,76816f67d066d9d6,V3,c0e071e413102c53,ruthenji sloc,ruthanji sublocation,0,8
2221,119036526a263c23,V9,c42719664e6bd428,rwathia,kagando,0,7
21390,f6abb7d014c7267a,V9,89a9c2be4d1cdb46,rwathia,kanvenyeni,0,10
21389,f6abb7d014c7267a,V2,db5573b3db37b5b3,rwathia,kanyenyeini,0,10
7127,40777181bcec1f0f,V8,7d15a0f04630600b,rwathia,karuris,0,6
2220,119036526a263c23,V8,c9c00051f8894e06,rwathia,location 19,0,9
7124,40777181bcec1f0f,V5,a5fc83f355081bfa,rwathia,priory forest,0,12
7123,40777181bcec1f0f,V4,6dec2db17058464e,rwathia,prohibited area,0,12
7121,40777181bcec1f0f,V2,ec6fb4adf19965d4,rwathia,rwathia road,0,5
7122,40777181bcec1f0f,V3,27d63fb5c5233a6d,rwathia,rwathia road loc 12,0,12
7120,40777181bcec1f0f,V1,3acc0ca71642ba4f,rwathia,rwathia school,0,7
7126,40777181bcec1f0f,V7,c42e7a859cf3b9ee,rwathia,tuso,0,6
7125,40777181bcec1f0f,V6,100cdf7c8ef40a54,rwathia,tuthu,0,5
18939,ce830afcf631af02,V8,7d15a0f04630600b,rwathia road,karuris,0,10
18936,ce830afcf631af02,V5,a5fc83f355081bfa,rwathia road,priory forest,0,11
18935,ce830afcf631af02,V4,6dec2db17058464e,rwathia road,prohibited area,0,11
18934,ce830afcf631af02,V3,27d63fb5c5233a6d,rwathia road,rwathia road loc 12,1,7
18932,ce830afcf631af02,V1,3acc0ca71642ba4f,rwathia road,rwathia school,1,5
18938,ce830afcf631af02,V7,c42e7a859cf3b9ee,rwathia road,tuso,0,10
18937,ce830afcf631af02,V6,100cdf7c8ef40a54,rwathia road,tuthu,0,10
14641,94f79426268b3700,V2,ec6fb4adf19965d4,rwathia road loc 12,rwathia road,1,7
14640,94f79426268b3700,V1,3acc0ca71642ba4f,rwathia road loc 12,rwathia school,1,10
465,03c76fa8b3f85386,V8,7d15a0f04630600b,rwathia school,karuris,0,12
462,03c76fa8b3f85386,V5,a5fc83f355081bfa,rwathia school,priory forest,0,13
461,03c76fa8b3f85386,V4,6dec2db17058464e,rwathia school,prohibited area,0,13
459,03c76fa8b3f85386,V2,ec6fb4adf19965d4,rwathia school,rwathia road,1,5
460,03c76fa8b3f85386,V3,27d63fb5c5233a6d,rwathia school,rwathia road loc 12,1,10
464,03c76fa8b3f85386,V7,c42e7a859cf3b9ee,rwathia school,tuso,0,11
463,03c76fa8b3f85386,V6,100cdf7c8ef40a54,rwathia school,tuthu,0,12
3066,192f9810f1070479,V2,c42719664e6bd428,rwathia village,kagando,0,13
3065,192f9810f1070479,V1,6d50fb8b54fa3d55,rwathia village,kagondo,0,14
3070,192f9810f1070479,V6,4c555f27d21df1c1,rwathia village,ruathia,0,9
3069,192f9810f1070479,V5,c45c272262b83b8a,rwathia village,rwathia,1,8
3067,192f9810f1070479,V3,5dc90116f0e7a604,rwathia village,rwethie,1,9
17388,b7a2297f88267118,V3,b39d9a57747d26b5,rwatho,githambia,0,8
17389,b7a2297f88267118,V4,c1cc759da41c91b6,rwatho,kirigithu,0,6
17390,b7a2297f88267118,V7,34739122171cdbfa,rwatho,kithambia,0,8
19108,d1259166ddbb7ccb,V2,c42719664e6bd428,rwethie,kagando,0,7
19107,d1259166ddbb7ccb,V1,6d50fb8b54fa3d55,rwethie,kagondo,0,7
19112,d1259166ddbb7ccb,V6,4c555f27d21df1c1,rwethie,ruathia,0,3
19110,d1259166ddbb7ccb,V4,3518902d46424825,rwethie,rwathia village,1,9
7080,4026469dfb03263a,V3,474883c348838dcf,s mathioya,karuris,0,9
7079,4026469dfb03263a,V2,aec73374b5c673ad,s mathioya,tuso,0,8
15124,9ab1277baef5eae4,V4,0fdf6a4dbe0751ad,s mathioya valley,location 12,0,12
15126,9ab1277baef5eae4,V8,c9c00051f8894e06,s mathioya valley,location 19,0,12
15122,9ab1277baef5eae4,V2,ee2cd9751921f8ad,s mathioya valley,locations 9 and 10,0,13
3564,1ca2d06db18ed56f,V8,1625451c6acedc46,sabugu,matindiri,0,8
3565,1ca2d06db18ed56f,V10,2df773c43badce8c,sabugu,sabugo estate,1,8
3559,1ca2d06db18ed56f,V2,b599190ce983f8fa,sabugu,sabugu east,1,5
3563,1ca2d06db18ed56f,V7,bb0f318625aeaddc,sabugu,sabugu estates,1,8
4445,250390a58843a89b,V8,1625451c6acedc46,sabugu east,matindiri,0,10
4446,250390a58843a89b,V10,2df773c43badce8c,sabugu east,sabugo estate,1,5
4439,250390a58843a89b,V1,7922ec9d3656470a,sabugu east,sabugu,1,5
4444,250390a58843a89b,V7,bb0f318625aeaddc,sabugu east,sabugu estates,1,5
4441,250390a58843a89b,V3,aece055f765c04d0,sabugu east,subugu,1,6
17745,bbd149a78b8538b5,V5,7922ec9d3656470a,sabugu estates,sabugu,1,8
17746,bbd149a78b8538b5,V6,b599190ce983f8fa,sabugu estates,sabugu east,1,5
17747,bbd149a78b8538b5,V7,aece055f765c04d0,sabugu estates,subugu,1,9
14846,9703b81fccaa9ab0,V10,13fac9c92a785089,sacred lake,camels hump,0,9
14844,9703b81fccaa9ab0,V6,39466c19ee792726,sacred lake,lase rumuru,0,10
14845,9703b81fccaa9ab0,V7,4f02966723f96317,sacred lake,losarumuru,0,10
14843,9703b81fccaa9ab0,V2,d7e9cdadcbe38423,sacred lake,mali,0,9
9473,5a30eef8f8acaced,V3,f5d577c0856987c3,sagana,aguthi,0,5
6264,38802397f7dc6894,V2,498f5eab9fe1f6af,sagana,kirigo,0,6
6265,38802397f7dc6894,V5,cae75e4611a312f3,sagana,kiriko,0,6
6263,38802397f7dc6894,V1,2297cef0180a6cbb,sagana,kirogo,0,6
20291,e49826a27aae7ee0,V4,0c094c3e221bab4f,sagana,lake rutundu,0,10
2085,0fe239814df0b0ad,V3,c639040743adb3fc,sagana,location 17,0,9
14726,95a284e74abe1801,V5,f3efb6e745a905fc,sagana,maitharui,0,7
9587,5b8f07cf8768afbf,V1,3fb93fb534e4f3d5,sagana,mutithi,0,7
3888,1fe7380cb3e88986,V7,d48d271a86c234dc,sagana,nyamindi,0,6
3887,1fe7380cb3e88986,V6,c38cb6dd6fe651d6,sagana,rubingaci,0,7
3886,1fe7380cb3e88986,V5,38838cd5af272036,sagana,rubingaz,0,6
3885,1fe7380cb3e88986,V4,644c3d4df15c18d4,sagana,rupingazi,0,7
7133,407e35704f142e3d,V8,33d1b5df884569ef,sagana,rurii,0,6
20293,e49826a27aae7ee0,V7,89a2d1f61867f9d2,sagana,rutundu,0,6
20292,e49826a27aae7ee0,V5,031232cf65e32f5f,sagana,rutundu lake,0,10
20294,e49826a27aae7ee0,V8,659fb9b333ee4b8a,sagana,rutundulake,0,9
3889,1fe7380cb3e88986,V8,84775c016ef27ef8,sagana,ruvingashi,0,8
4504,25b36a128b1e1b06,V1,353cb980b5a552dc,sagana,sagana loc 2,1,6
7805,4843e23494d19512,V4,34af22c8c20c176d,sagana loc 2,kiamutiforest,0,12
7803,4843e23494d19512,V2,e27623ce0d3e9c63,sagana loc 2,kianyaga,0,10
7806,4843e23494d19512,V6,6dced92c3d4b3002,sagana loc 2,rukanga sublocation,0,12
7804,4843e23494d19512,V3,3a6efad533990085,sagana loc 2,sagana,1,6
1231,0a1b8448c09d082a,V9,f92c520cccde131e,sagana river snr,gethi,0,14
19242,d2db73079aed557b,V7,7185650c9776e665,sagana river snr,kaheraini,0,12
19243,d2db73079aed557b,V9,5a92b2b89f39ed7e,sagana river snr,kariumbaini,0,12
19244,d2db73079aed557b,V10,2937e632a4ea9645,sagana river snr,ruguru location,0,13
6960,3ef2440dfdecf4bc,V10,cfe58fda838c525b,sagana river track,karima,0,14
6958,3ef2440dfdecf4bc,V8,6c5b6476676f0b80,sagana river track,sagana river,1,6
6955,3ef2440dfdecf4bc,V2,d1248b92a4ad18e2,sagana river track,west kiine  karte,0,14
19400,d62e85eb912ef215,V2,9676bf598acd6fae,sagati,gachuero,0,7
19403,d62e85eb912ef215,V6,6982773b47b3a39c,sagati,gathita,0,5
19402,d62e85eb912ef215,V5,720da14cf7577fb2,sagati,giagachucha,0,8
19405,d62e85eb912ef215,V8,f59ec6cc7db18bdc,sagati,kazita,0,4
19404,d62e85eb912ef215,V7,05131f0654ce397f,sagati,kianjoke,0,7
19407,d62e85eb912ef215,V10,96dffae7ab6ed80e,sagati,ratmagati,0,4
19406,d62e85eb912ef215,V9,4391892b0ebf3d0d,sagati,ruthagati,0,4
2804,16b75b741dd4da98,V7,bc3357cfa1e447ac,sakutiek,endingi,0,8
2805,16b75b741dd4da98,V8,59065e3c39b9e7fa,sakutiek,karani,0,6
20478,e87d4c5ca71facca,V3,58d269d206ce62f5,saranga,dhagana,0,4
20479,e87d4c5ca71facca,V4,aef968bc7c4fc087,saranga,ragati,0,5
5193,2c1fe23a1b66b3e6,V7,32a1cdc179574b3a,sassa coffee estate,makongeni posta,0,14
5192,2c1fe23a1b66b3e6,V6,41b63bb173292497,sassa coffee estate,sassa estate,0,7
20919,ef36c896aa75354f,V10,3bf3c0ce0db1ae7b,sassa estate,ethiopia road,0,12
20916,ef36c896aa75354f,V6,d0d05275fb48f136,sassa estate,kenya road,0,9
20918,ef36c896aa75354f,V9,8bdbdcef0792916c,sassa estate,riverside road,0,12
20915,ef36c896aa75354f,V2,562299fc361428b1,sassa estate,samuru,0,10
8761,5171a374a7c47274,V10,023f557474b43481,satima farm,chitehi,0,10
8760,5171a374a7c47274,V3,36dce8d4d9c1da68,satima farm,kachoria,0,9
8759,5171a374a7c47274,V2,1f27f7775a892561,satima farm,kasisiku,0,9
15825,a361a32c46e360b7,V1,4b99425d8bf9c804,sattima,sattima farm,1,5
19258,d2fa85728472dc61,V4,b795ff08cd1a7c7a,sattima farm,chitehi,0,11
19259,d2fa85728472dc61,V6,013b950139cb8424,sattima farm,girahi,0,10
19260,d2fa85728472dc61,V7,bc8359723ba04ed9,sattima farm,kitai,0,10
19257,d2fa85728472dc61,V3,c3268baddc8383f3,sattima farm,miller,0,10
15063,9a042737c0b6aa87,V4,349c9c1236ca6905,saw mill,ccm angaine,0,9
11661,733d8791e604532e,V10,3876fe74ef4fe4b4,saw mill,gathanji,0,7
11656,733d8791e604532e,V4,2d71fe6b05ac58d7,saw mill,hurts farm,0,9
15061,9a042737c0b6aa87,V2,553fa33b2ab13a44,saw mill,manros farm,0,9
15062,9a042737c0b6aa87,V3,0ea8209b9a76ef3d,saw mill,murros farm,0,10
15065,9a042737c0b6aa87,V9,07af5ee4199532bd,saw mill,nuaros farm,0,9
14469,927a6abc67089553,V10,faea85f54a51a043,saw mill,oleolondofarm,0,13
15066,9a042737c0b6aa87,V10,b6a793d43d872e82,saw mill,oltulili,0,6
15064,9a042737c0b6aa87,V5,6a7462e6f031c289,saw mill,sawan,0,5
11655,733d8791e604532e,V3,d236d766d6622a1c,saw mill,shah patels saw mill,0,12
11654,733d8791e604532e,V2,e2a5dbdede7c8c53,saw mill,ssmith,0,5
11653,733d8791e604532e,V1,bd119a107e932166,saw mill,supukolooltian,0,11
11657,733d8791e604532e,V5,d19dae4aa01ceb5c,saw mill,tandamara,0,7
19576,d860f148a131ba16,V5,b8b400eec7044a36,schofield,kanyagia,0,9
19578,d860f148a131ba16,V8,f4fdf7cf7ab0192a,schofield,sharpes road,0,9
19579,d860f148a131ba16,V9,4bd01fc5b6e16662,schofield,sharps road,0,9
19574,d860f148a131ba16,V2,fe443a7a2d9af276,schofield,suswa,0,8
14605,9425c5881106e3e5,V10,c5b329f9e6dc5c4e,scott and sugdens,blackcrags,0,14
14601,9425c5881106e3e5,V3,0831ef7827dade5d,scott and sugdens,twelve apostles,0,13
5476,2f4b04620293e3af,V7,9d7e5070e0fc3036,se bastards farm,barguret,0,13
5475,2f4b04620293e3af,V5,53dbbe0f333b350a,se bastards farm,burguret,0,14
5478,2f4b04620293e3af,V9,7e31bafdb6187f3d,se bastards farm,loldotofarm,0,11
5477,2f4b04620293e3af,V8,3581c16d37d928d4,se bastards farm,mutheru,0,14
5474,2f4b04620293e3af,V3,39f43382e141befd,se bastards farm,sweetwaters,0,12
5523,2fe4abf555158fa5,V10,45d5af9a5aefb1d5,sebastard,sweet waters,0,8
5520,2fe4abf555158fa5,V6,1fc48ca1427d245c,sebastard,sweet waters lodge,0,13
5519,2fe4abf555158fa5,V5,b3f543f55a8996f2,sebastard,sweetwaters,0,7
5522,2fe4abf555158fa5,V9,bc2bf016ab1c2364,sebastard,sweetwaterslodge,0,11
2526,14152a9c8579a742,V6,941db3443100e230,seed farm,gitathiini,0,10
2525,14152a9c8579a742,V4,dcd98be1764a9837,seed farm,kamakwa,0,8
2524,14152a9c8579a742,V3,213c61fe661bccaa,seed farm,nyeri native,0,9
2523,14152a9c8579a742,V2,d326eb6738a7d0fc,seed farm,nyeri native loc,0,13
14167,8fec72ab8de0acff,V3,2d5640f893a77e89,sessions farm,lolgabunyo,0,13
14168,8fec72ab8de0acff,V4,cfd5038ff1437b2b,sessions farm,mio stream,0,9
14170,8fec72ab8de0acff,V6,c2b55a061e3d1bdc,sessions farm,south mau,0,10
14169,8fec72ab8de0acff,V5,b86bf6eb0d3ef4dc,sessions farm,southern mau forest,0,14
9112,5562a5835cd01d41,V4,2b9cedabbfda6900,setons farm,cementery hill,0,11
9110,5562a5835cd01d41,V2,f2c073b2efd995eb,setons farm,cementeryhill,0,11
9113,5562a5835cd01d41,V6,33d27c4af11c64dc,setons farm,cemetery hill,0,10
10044,5fedca0e69e5526f,V7,de81c749c4199ac3,setons farm,churchill,0,11
9109,5562a5835cd01d41,V1,a5a2a04180345840,setons farm,howardwillams,0,12
12521,7cc186e27a4d50cc,V2,2555d24b677eb386,setons farm,nairotia,0,10
12523,7cc186e27a4d50cc,V8,61a010a77333a2f9,setons farm,nairutia,0,10
9115,5562a5835cd01d41,V8,f4cf48303a21659b,setons farm,north west round,0,13
9114,5562a5835cd01d41,V7,9f020eac5b4eff2d,setons farm,northwestround,0,12
9116,5562a5835cd01d41,V9,7bcbea4089c40231,setons farm,ol oldama,0,9
18914,ce5f09100f67f3d9,V1,6458cc1f82e1d56a,settled area,gituamba,0,9
20720,ec37edcb11b10fc0,V10,7b90f6a1a546df05,settled area,idherui,0,10
20718,ec37edcb11b10fc0,V1,fdde251e92e87d6a,settled area,ikundu,0,11
20719,ec37edcb11b10fc0,V9,9119b57dd7abfccb,settled area,itherui,0,9
17590,ba7aaa9ebbc24b62,V2,fb14e9f60b61a248,settled area,kabuku swamp,0,12
18920,ce5f09100f67f3d9,V10,31b5c55871360fdf,settled area,kithangi,0,10
17592,ba7aaa9ebbc24b62,V4,7fe4f7fa892699ac,settled area,mackenzie,0,10
17591,ba7aaa9ebbc24b62,V3,ba2ab02e7d7a0dcc,settled area,makindi,0,11
18916,ce5f09100f67f3d9,V6,f0fabfbeea12f238,settled area,maragwa river,0,11
18917,ce5f09100f67f3d9,V7,5efc6725a79aa0fe,settled area,samar estate,0,9
18915,ce5f09100f67f3d9,V3,9014f8e4a700c7fa,settled area,wanjii,0,12
2213,1186cc03db817f17,V10,c1eb3bb2e37ed674,seyabei,ewaso nkidongi,0,12
2209,1186cc03db817f17,V6,2db8b6f6fd0411d8,seyabei,mount esakut trl,0,14
2206,1186cc03db817f17,V1,09afa94a4795ba08,seyabei,ngong,0,7
2210,1186cc03db817f17,V7,2ed1f873bcd0616a,seyabei,nkeekonyoike,0,10
8821,5253f6d0a44f9753,V2,2d71fe6b05ac58d7,shah patels saw mill,hurts farm,0,14
17541,b9cfb35adbdd5b4d,V6,de64635b857848ea,shamba,kalange,0,6
17538,b9cfb35adbdd5b4d,V3,287bddded7763f58,shamba,kanondo,0,7
17540,b9cfb35adbdd5b4d,V5,730145578ae2d62c,shamba,kiangungi,0,8
17542,b9cfb35adbdd5b4d,V8,a684cc363865c121,shamba,kianiokoma,0,8
17539,b9cfb35adbdd5b4d,V4,764ef07b0c1c633f,shamba,kibugwa,0,6
17537,b9cfb35adbdd5b4d,V2,fdc79b1855fe7a22,shamba,mugo,0,6
10583,67395f481fef90ba,V6,9e49888197c98efd,shambas,karama sublocation,0,14
10584,67395f481fef90ba,V9,2b434d2f29cd29dd,shambas,kibithewa forest,0,13
10580,67395f481fef90ba,V2,1e90fe08b94c2e8d,shambas,mapema bar,0,7
10581,67395f481fef90ba,V3,9c4b6627532a281a,shambas,mbaranga,0,7
601,04cb87673e55d877,V6,bf94ab7959a9c54c,sharpe,ildarakwa,0,7
600,04cb87673e55d877,V3,7d1033a19e1a5c25,sharpe,ildarakwa hill,0,12
602,04cb87673e55d877,V9,4175c5a53c9e3dab,sharpe,ndaragwa,0,6
599,04cb87673e55d877,V2,5b772fa1cb2cff01,sharpe,ndaragwa hill,0,11
14562,938868d3fe5aca54,V2,c531f9384b626bd0,shaw,erong,0,5
14568,938868d3fe5aca54,V10,530b5d49701b0a52,shaw,ewaso narok swamp,0,14
14563,938868d3fe5aca54,V3,fa60ab89bee96d9c,shaw,ridley shaw,1,7
396,0312cb5fb5ee8d8b,V2,92618a9d0f249132,sindegara,nasampolai,0,9
398,0312cb5fb5ee8d8b,V9,913307beedde1707,sindegara,nosopukia,0,8
12269,7a31272e04c6ec50,V4,047f0b14a585bca6,sipili,doinyo oliep,0,9
12270,7a31272e04c6ec50,V5,0ab3a5af49542128,sipili,doinyooliep,0,8
12268,7a31272e04c6ec50,V2,3e802ee08ae71cdc,sipili,ol doinyo loloip,0,13
12271,7a31272e04c6ec50,V8,b8729ff2a185b508,sipili,oldoinyo loloip,0,12
11393,70335b1d2e7f7e6d,V8,dea13ffa507f119d,sirimon river,sirimonroad,1,5
12929,815b90d847930542,V4,81b3f34740260c52,sirimon river,telekivalley,0,12
11387,70335b1d2e7f7e6d,V2,53145b733105534d,sirimon river,timau,0,11
11391,70335b1d2e7f7e6d,V6,f4b5e1e81d5d30e7,sirimon river,timau forest,0,10
11392,70335b1d2e7f7e6d,V7,5d61acbd21c9d39c,sirimon river,timauforest,0,11
7568,456bbdbc0716c77d,V9,87bc3db9f60ab8e6,sirrima estate,lawley,0,13
7567,456bbdbc0716c77d,V3,d34fa8db91e457dd,sirrima estate,ngobit,0,12
7566,456bbdbc0716c77d,V2,aaa87bb11286c0d7,sirrima estate,ongobit,0,13
19237,d2d3f2122a83c058,V5,5bacc9310c003bc7,sisal,kambiti,0,7
19236,d2d3f2122a83c058,V4,2ea1cce749fd3572,sisal,kambiti town,0,11
19238,d2d3f2122a83c058,V7,23a0c9db986455b8,sisal,makuyu,0,6
19240,d2d3f2122a83c058,V9,78e8f832dac35cae,sisal,masana,0,4
13385,867d801b388d6c32,V7,9d7e5070e0fc3036,skbastard,barguret,0,7
13384,867d801b388d6c32,V5,53dbbe0f333b350a,skbastard,burguret,0,8
10391,637be7b465a910bd,V9,592cef34283e3d2a,skbastard,hulmes bridge,0,10
10389,637be7b465a910bd,V7,4bf2bd72b5e6b5f7,skbastard,hulmesbridge,0,10
13387,867d801b388d6c32,V9,7e31bafdb6187f3d,skbastard,loldotofarm,0,8
13386,867d801b388d6c32,V8,3581c16d37d928d4,skbastard,mutheru,0,8
13382,867d801b388d6c32,V1,e4872345db66b47c,skbastard,se bastards farm,0,8
10385,637be7b465a910bd,V2,5b25e3722b44c247,skbastard,sweet waters,0,9
10386,637be7b465a910bd,V4,b3f543f55a8996f2,skbastard,sweetwaters,0,8
21282,f4db00ee55342d02,V8,88eb264e68243718,skinangop,githima,0,8
21281,f4db00ee55342d02,V5,75b7f1a6223935c3,skinangop,iamweri,0,8
21280,f4db00ee55342d02,V4,5aa07aafdc1c4ffb,skinangop,kiamweri,0,7
21283,f4db00ee55342d02,V9,3e2181f2608556a0,skinangop,kisima,0,7
21277,f4db00ee55342d02,V1,e3d4d0cfcb183157,skinangop,south kinangop,0,5
13344,862c6fe3b9b4db7e,V2,097f965df660bcf2,skinner,kampi ya simba,0,13
